label,source_path,relative_path,split
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/16_11622.wav,logging/16_11622.wav,train
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/58FBDC00f1ecef8b-7465-4fce-b4c9-74cfc49b36e5.WAV,poaching/58FBDC00f1ecef8b-7465-4fce-b4c9-74cfc49b36e5.WAV,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/if_necessary/20_12023.wav,natural sound/if_necessary/20_12023.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/8_10853.wav,natural sound/8_10853.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/26_12643.wav,natural sound/26_12643.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/22_12235.wav,natural sound/22_12235.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/26_12660.wav,natural sound/26_12660.wav,train
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/5C22DAA1_52deccd94a-a181-4757-abac-2a15dd06c248af67c79b-4d8c-42f4-b26e-2f3fd713c6d258c1b662-f668-47f9-bb72-1480b01434eb.WAV,poaching/5C22DAA1_52deccd94a-a181-4757-abac-2a15dd06c248af67c79b-4d8c-42f4-b26e-2f3fd713c6d258c1b662-f668-47f9-bb72-1480b01434eb.WAV,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/5_10508.wav,natural sound/5_10508.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/6_10628.wav,natural sound/6_10628.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/21_12132.wav,natural sound/21_12132.wav,train
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/5CA43082_5564e1911-11a0-494d-a21d-554a561514836287ec6a-2489-4bd9-89a5-e33c0a9ac4482f44c837-673e-4cac-a5a4-19c8e30ea59e.WAV,poaching/5CA43082_5564e1911-11a0-494d-a21d-554a561514836287ec6a-2489-4bd9-89a5-e33c0a9ac4482f44c837-673e-4cac-a5a4-19c8e30ea59e.WAV,train
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/11_11158.wav,logging/11_11158.wav,train
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/58FBC5EFb5e43323-99f6-4bf6-a718-0e525e9dc21d.WAV,poaching/58FBC5EFb5e43323-99f6-4bf6-a718-0e525e9dc21d.WAV,train
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/5C1B62C0_5171a6183a-a195-443d-82da-c983ae58d423334c3fdd-81f6-4c87-81a8-f59fb6edc39780b9516d-1833-4f3b-9422-a5bbc79c7041.WAV,poaching/5C1B62C0_5171a6183a-a195-443d-82da-c983ae58d423334c3fdd-81f6-4c87-81a8-f59fb6edc39780b9516d-1833-4f3b-9422-a5bbc79c7041.WAV,train
fire,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/fire/videoplayback_22.wav,fire/videoplayback_22.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/26_12640.wav,natural sound/26_12640.wav,train
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/15_11511.wav,poaching/15_11511.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/27_12721.wav,natural sound/27_12721.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/23_12324.wav,natural sound/23_12324.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/if_necessary/17_11732.wav,natural sound/if_necessary/17_11732.wav,train
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/16_11654.wav,logging/16_11654.wav,train
fire,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/fire/videoplayback_19.wav,fire/videoplayback_19.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/9_10950.wav,natural sound/9_10950.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/8_10825.wav,natural sound/8_10825.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/26_12615.wav,natural sound/26_12615.wav,train
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/601AFA1E.WAV,poaching/601AFA1E.WAV,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/if_necessary/20_12013.wav,natural sound/if_necessary/20_12013.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/3_10335.wav,natural sound/3_10335.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/2_10222.wav,natural sound/2_10222.wav,train
fire,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/fire/1_10105.wav,fire/1_10105.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/9_10928.wav,natural sound/9_10928.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/25_12536.wav,natural sound/25_12536.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/25_12571.wav,natural sound/25_12571.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/4_10470.wav,natural sound/4_10470.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/6_10640.wav,natural sound/6_10640.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/3_10375.wav,natural sound/3_10375.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/27_12729.wav,natural sound/27_12729.wav,train
fire,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_18.wav,fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_18.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/24_12426.wav,natural sound/24_12426.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/2_10270.wav,natural sound/2_10270.wav,train
fire,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/fire/1_10108.wav,fire/1_10108.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/4_10444.wav,natural sound/4_10444.wav,train
fire,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_59.wav,fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_59.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/if_necessary/19_11936.wav,natural sound/if_necessary/19_11936.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/2_10231.wav,natural sound/2_10231.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/21_12149.wav,natural sound/21_12149.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/8_10847.wav,natural sound/8_10847.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/21_12159.wav,natural sound/21_12159.wav,train
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/5C035CD5_65bbc07e9-93b4-453a-a1b6-6b714e8b25ff6e4da712-800d-4426-b164-9b7911613a0de327fb0a-ebc7-442b-a49f-8de0df8c9ce7.WAV,poaching/5C035CD5_65bbc07e9-93b4-453a-a1b6-6b714e8b25ff6e4da712-800d-4426-b164-9b7911613a0de327fb0a-ebc7-442b-a49f-8de0df8c9ce7.WAV,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/8_10822.wav,natural sound/8_10822.wav,train
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/2-50667-B-41.wav,logging/2-50667-B-41.wav,train
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/10_11068.wav,logging/10_11068.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/23_12375.wav,natural sound/23_12375.wav,train
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/5BE217B2_61582251f1-7eac-4734-8da9-87d78ad757daab2ae78f-60e6-4e29-9c79-a3551368ed39e285f5ec-5acd-4aee-94a2-152c1b50e2fd.WAV,poaching/5BE217B2_61582251f1-7eac-4734-8da9-87d78ad757daab2ae78f-60e6-4e29-9c79-a3551368ed39e285f5ec-5acd-4aee-94a2-152c1b50e2fd.WAV,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/9_10935.wav,natural sound/9_10935.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/25_12503.wav,natural sound/25_12503.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/24_12455.wav,natural sound/24_12455.wav,train
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/5B870D1C_126de30995-6758-4d89-a217-8c8b3d10e11b3479a1bc-219a-49cf-8c89-d9a8808d496179a962a2-23f0-41d1-93f0-01d53428e444.WAV,poaching/5B870D1C_126de30995-6758-4d89-a217-8c8b3d10e11b3479a1bc-219a-49cf-8c89-d9a8808d496179a962a2-23f0-41d1-93f0-01d53428e444.WAV,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/25_12510.wav,natural sound/25_12510.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/3_10323.wav,natural sound/3_10323.wav,train
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/14_11421.wav,poaching/14_11421.wav,train
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/5BE21670_4697022832-fc4f-413a-a655-a4e580b17357265a45c3-5d87-4dcb-8346-ce609711f708af726457-1160-4b4f-bc34-8b4d66ad23ee.WAV,poaching/5BE21670_4697022832-fc4f-413a-a655-a4e580b17357265a45c3-5d87-4dcb-8346-ce609711f708af726457-1160-4b4f-bc34-8b4d66ad23ee.WAV,train
fire,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_16.wav,fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_16.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/9_10938.wav,natural sound/9_10938.wav,train
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/New folder/sig-p225_020_SA_190D_S01.wav,poaching/New folder/sig-p225_020_SA_190D_S01.wav,train
fire,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/fire/1_10152.wav,fire/1_10152.wav,train
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/5BE219A5_55f2bd0301-540d-4898-bb37-38803274705fdbd5b5fd-bf9a-4ef3-92e0-6ac17fcbdabff65f0398-4e78-486c-8c1a-7d1b39606e3e.WAV,poaching/5BE219A5_55f2bd0301-540d-4898-bb37-38803274705fdbd5b5fd-bf9a-4ef3-92e0-6ac17fcbdabff65f0398-4e78-486c-8c1a-7d1b39606e3e.WAV,train
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/16_11646.wav,logging/16_11646.wav,train
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/58FBDC00a967f673-aaa0-4029-a140-574678ec182b.WAV,poaching/58FBDC00a967f673-aaa0-4029-a140-574678ec182b.WAV,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/6_10623.wav,natural sound/6_10623.wav,train
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/5CACB970_905240a6d1-fef2-4bae-bf86-0111161bffaaf40c77fb-72c4-4a59-8753-7444e67aa62ed8ee48ee-531e-45b7-899d-3b2d2cb42ed0.WAV,poaching/5CACB970_905240a6d1-fef2-4bae-bf86-0111161bffaaf40c77fb-72c4-4a59-8753-7444e67aa62ed8ee48ee-531e-45b7-899d-3b2d2cb42ed0.WAV,train
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/10_11048.wav,logging/10_11048.wav,train
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/11_11124.wav,logging/11_11124.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/2_10269.wav,natural sound/2_10269.wav,train
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/13_11344.wav,logging/13_11344.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/23_12306.wav,natural sound/23_12306.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/6_10610.wav,natural sound/6_10610.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/8_10866.wav,natural sound/8_10866.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/23_12311.wav,natural sound/23_12311.wav,train
fire,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_35.wav,fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_35.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/24_12417.wav,natural sound/24_12417.wav,train
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/5C93BAA2_89f960c70c-f10e-4a64-994a-b0562a56a04857c1efb2-0386-47e4-a38e-08164b551f9dcf49253b-5aad-4d6c-b42f-9498e4205398.WAV,poaching/5C93BAA2_89f960c70c-f10e-4a64-994a-b0562a56a04857c1efb2-0386-47e4-a38e-08164b551f9dcf49253b-5aad-4d6c-b42f-9498e4205398.WAV,train
fire,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/fire/videoplayback_31.wav,fire/videoplayback_31.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/6_10626.wav,natural sound/6_10626.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/if_necessary/18_11802.wav,natural sound/if_necessary/18_11802.wav,train
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/5B5F992B_651937038-bf2d-420d-89d5-5711bb27bc168eacc4e3-b598-4809-ab94-9dea35c1cc99cb5dfbfa-c4b7-4c7e-8a89-c821d4f87298.WAV,poaching/5B5F992B_651937038-bf2d-420d-89d5-5711bb27bc168eacc4e3-b598-4809-ab94-9dea35c1cc99cb5dfbfa-c4b7-4c7e-8a89-c821d4f87298.WAV,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/8_10813.wav,natural sound/8_10813.wav,train
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/7_10701.wav,logging/7_10701.wav,train
fire,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_10.wav,fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_10.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/2_10219.wav,natural sound/2_10219.wav,train
fire,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_02.wav,fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_02.wav,train
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/5-253101-A-49.wav,logging/5-253101-A-49.wav,train
fire,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/fire/636917__newlocknew__fireburn_big-fire-in-the-forestartificial_em_34lrs.wav,fire/636917__newlocknew__fireburn_big-fire-in-the-forestartificial_em_34lrs.wav,train
fire,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_40.wav,fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_40.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/8_10863.wav,natural sound/8_10863.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/3_10354.wav,natural sound/3_10354.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/if_necessary/20_12039.wav,natural sound/if_necessary/20_12039.wav,train
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/5C646202_87a5447345-3f23-4548-ba8a-c3026d3fa415b46fde11-70da-4237-8f8d-2fdd5b794422df98130d-d548-4f0e-a07b-e895c07bffe2.WAV,poaching/5C646202_87a5447345-3f23-4548-ba8a-c3026d3fa415b46fde11-70da-4237-8f8d-2fdd5b794422df98130d-d548-4f0e-a07b-e895c07bffe2.WAV,train
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/5B8B4AD1_3087d4b87c-aff6-4f49-a3c8-10cdc1154c7bc5bef3ba-d37b-4e72-8425-d2dfaaa1856d87bd95dc-0432-4466-b585-b729ebefe891.WAV,poaching/5B8B4AD1_3087d4b87c-aff6-4f49-a3c8-10cdc1154c7bc5bef3ba-d37b-4e72-8425-d2dfaaa1856d87bd95dc-0432-4466-b585-b729ebefe891.WAV,train
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/5B8A1D49_25c11bd4e7-3c74-4f74-b859-3e29093f0f3c0ec19dc3-569b-4559-acb1-3b72465385fd1c58a945-a0cc-48d5-8623-5a77f0beab04.WAV,poaching/5B8A1D49_25c11bd4e7-3c74-4f74-b859-3e29093f0f3c0ec19dc3-569b-4559-acb1-3b72465385fd1c58a945-a0cc-48d5-8623-5a77f0beab04.WAV,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/if_necessary/17_11715.wav,natural sound/if_necessary/17_11715.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/if_necessary/17_11714.wav,natural sound/if_necessary/17_11714.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/26_12658.wav,natural sound/26_12658.wav,train
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/13_11303.wav,logging/13_11303.wav,train
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/7_10772.wav,logging/7_10772.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/2_10233.wav,natural sound/2_10233.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/22_12258.wav,natural sound/22_12258.wav,train
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/15_11560.wav,poaching/15_11560.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/27_12738.wav,natural sound/27_12738.wav,train
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/14_11426.wav,poaching/14_11426.wav,train
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/13_11325.wav,logging/13_11325.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/2_10201.wav,natural sound/2_10201.wav,train
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/11_11106.wav,logging/11_11106.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/5_10555.wav,natural sound/5_10555.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/25_12548.wav,natural sound/25_12548.wav,train
fire,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_31.wav,fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_31.wav,train
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/1-19898-A-41.wav,logging/1-19898-A-41.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/2_10247.wav,natural sound/2_10247.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/8_10804.wav,natural sound/8_10804.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/26_12644.wav,natural sound/26_12644.wav,train
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/58FBBD406f888e11-66fd-4cbb-9bba-23d3639d5617.WAV,poaching/58FBBD406f888e11-66fd-4cbb-9bba-23d3639d5617.WAV,train
fire,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_66.wav,fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_66.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/21_12167.wav,natural sound/21_12167.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/if_necessary/17_11760.wav,natural sound/if_necessary/17_11760.wav,train
fire,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/fire/1_10124.wav,fire/1_10124.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/25_12535.wav,natural sound/25_12535.wav,train
fire,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_51.wav,fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_51.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/if_necessary/18_11801.wav,natural sound/if_necessary/18_11801.wav,train
