split,label,source_relative_path,segment_index,processed_path,sample_rate,duration_sec
train,natural sound,natural sound/21_12111.wav,0,processed/forest_sound_16k_5s/train/natural sound/21_12111__seg00.wav,16000,5
train,natural sound,natural sound/26_12623.wav,0,processed/forest_sound_16k_5s/train/natural sound/26_12623__seg00.wav,16000,5
train,natural sound,natural sound/26_12651.wav,0,processed/forest_sound_16k_5s/train/natural sound/26_12651__seg00.wav,16000,5
train,natural sound,natural sound/21_12120.wav,0,processed/forest_sound_16k_5s/train/natural sound/21_12120__seg00.wav,16000,5
train,natural sound,natural sound/21_12125.wav,0,processed/forest_sound_16k_5s/train/natural sound/21_12125__seg00.wav,16000,5
train,fire,fire/1_10111.wav,0,processed/forest_sound_16k_5s/train/fire/1_10111__seg00.wav,16000,5
train,natural sound,natural sound/if_necessary/18_11853.wav,0,processed/forest_sound_16k_5s/train/natural sound/18_11853__seg00.wav,16000,5
train,poaching,poaching/5C524B8F_722f91da9b-72d8-4569-a37b-518c073308d7763150d1-271f-4ecb-a264-6de30adcdbaac8ca1bac-c776-441e-87ca-af8d3d65781a.WAV,0,processed/forest_sound_16k_5s/train/poaching/5C524B8F_722f91da9b-72d8-4569-a37b-518c073308d7763150d1-271f-4ecb-a264-6de30adcdbaac8ca1bac-c776-441e-87ca-af8d3d65781a__seg00.wav,16000,5
train,natural sound,natural sound/24_12452.wav,0,processed/forest_sound_16k_5s/train/natural sound/24_12452__seg00.wav,16000,5
train,logging,logging/10_11011.wav,0,processed/forest_sound_16k_5s/train/logging/10_11011__seg00.wav,16000,5
train,natural sound,natural sound/4_10443.wav,0,processed/forest_sound_16k_5s/train/natural sound/4_10443__seg00.wav,16000,5
train,fire,fire/1_10109.wav,0,processed/forest_sound_16k_5s/train/fire/1_10109__seg00.wav,16000,5
train,natural sound,natural sound/27_12766.wav,0,processed/forest_sound_16k_5s/train/natural sound/27_12766__seg00.wav,16000,5
train,logging,logging/7_10738.wav,0,processed/forest_sound_16k_5s/train/logging/7_10738__seg00.wav,16000,5
train,fire,fire/videoplayback_66.wav,0,processed/forest_sound_16k_5s/train/fire/videoplayback_66__seg00.wav,16000,5
train,fire,fire/videoplayback_66.wav,1,processed/forest_sound_16k_5s/train/fire/videoplayback_66__seg01.wav,16000,5
train,fire,fire/videoplayback_66.wav,2,processed/forest_sound_16k_5s/train/fire/videoplayback_66__seg02.wav,16000,5
train,fire,fire/videoplayback_66.wav,3,processed/forest_sound_16k_5s/train/fire/videoplayback_66__seg03.wav,16000,5
train,fire,fire/videoplayback_66.wav,4,processed/forest_sound_16k_5s/train/fire/videoplayback_66__seg04.wav,16000,5
train,fire,fire/videoplayback_66.wav,5,processed/forest_sound_16k_5s/train/fire/videoplayback_66__seg05.wav,16000,5
train,fire,fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_70.wav,0,processed/forest_sound_16k_5s/train/fire/y2mate_com_-_DD_Ambience_Building_on_Fire_Blaze_Inferno_Wood_Cracking_Collapsing_Loud_Stressing_1_70__seg00.wav,16000,5
train,fire,fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_70.wav,1,processed/forest_sound_16k_5s/train/fire/y2mate_com_-_DD_Ambience_Building_on_Fire_Blaze_Inferno_Wood_Cracking_Collapsing_Loud_Stressing_1_70__seg01.wav,16000,5
train,fire,fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_70.wav,2,processed/forest_sound_16k_5s/train/fire/y2mate_com_-_DD_Ambience_Building_on_Fire_Blaze_Inferno_Wood_Cracking_Collapsing_Loud_Stressing_1_70__seg02.wav,16000,5
train,fire,fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_70.wav,3,processed/forest_sound_16k_5s/train/fire/y2mate_com_-_DD_Ambience_Building_on_Fire_Blaze_Inferno_Wood_Cracking_Collapsing_Loud_Stressing_1_70__seg03.wav,16000,5
train,fire,fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_70.wav,4,processed/forest_sound_16k_5s/train/fire/y2mate_com_-_DD_Ambience_Building_on_Fire_Blaze_Inferno_Wood_Cracking_Collapsing_Loud_Stressing_1_70__seg04.wav,16000,5
train,fire,fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_70.wav,5,processed/forest_sound_16k_5s/train/fire/y2mate_com_-_DD_Ambience_Building_on_Fire_Blaze_Inferno_Wood_Cracking_Collapsing_Loud_Stressing_1_70__seg05.wav,16000,5
train,poaching,poaching/5AF0E36D_3c67ee66f-b676-42ae-ab93-fc5e774ce62e385cc1ff-8401-419f-98e7-efb79619213db623ca09-3bf8-4381-9390-b6eea6d9881f.WAV,0,processed/forest_sound_16k_5s/train/poaching/5AF0E36D_3c67ee66f-b676-42ae-ab93-fc5e774ce62e385cc1ff-8401-419f-98e7-efb79619213db623ca09-3bf8-4381-9390-b6eea6d9881f__seg00.wav,16000,5
train,poaching,poaching/14_11410.wav,0,processed/forest_sound_16k_5s/train/poaching/14_11410__seg00.wav,16000,5
train,natural sound,natural sound/23_12327.wav,0,processed/forest_sound_16k_5s/train/natural sound/23_12327__seg00.wav,16000,5
train,logging,logging/11_11114.wav,0,processed/forest_sound_16k_5s/train/logging/11_11114__seg00.wav,16000,5
train,logging,logging/10_11019.wav,0,processed/forest_sound_16k_5s/train/logging/10_11019__seg00.wav,16000,5
train,fire,fire/videoplayback_59.wav,0,processed/forest_sound_16k_5s/train/fire/videoplayback_59__seg00.wav,16000,5
train,fire,fire/videoplayback_59.wav,1,processed/forest_sound_16k_5s/train/fire/videoplayback_59__seg01.wav,16000,5
train,fire,fire/videoplayback_59.wav,2,processed/forest_sound_16k_5s/train/fire/videoplayback_59__seg02.wav,16000,5
train,fire,fire/videoplayback_59.wav,3,processed/forest_sound_16k_5s/train/fire/videoplayback_59__seg03.wav,16000,5
train,fire,fire/videoplayback_59.wav,4,processed/forest_sound_16k_5s/train/fire/videoplayback_59__seg04.wav,16000,5
train,fire,fire/videoplayback_59.wav,5,processed/forest_sound_16k_5s/train/fire/videoplayback_59__seg05.wav,16000,5
train,natural sound,natural sound/if_necessary/18_11848.wav,0,processed/forest_sound_16k_5s/train/natural sound/18_11848__seg00.wav,16000,5
train,poaching,poaching/58FBD38179708572-8467-4d8b-98d3-a171cbfae53b.WAV,0,processed/forest_sound_16k_5s/train/poaching/58FBD38179708572-8467-4d8b-98d3-a171cbfae53b__seg00.wav,16000,5
train,natural sound,natural sound/2_10249.wav,0,processed/forest_sound_16k_5s/train/natural sound/2_10249__seg00.wav,16000,5
train,poaching,poaching/14_11461.wav,0,processed/forest_sound_16k_5s/train/poaching/14_11461__seg00.wav,16000,5
train,poaching,poaching/5BE2166E_45e8808c8c-2cb9-4106-96b7-1ae1c30d740cb6bfdad0-5825-4c4c-ae27-fd5e68e342634fb64612-0e39-4779-8bcd-8ca1853c3bb2.WAV,0,processed/forest_sound_16k_5s/train/poaching/5BE2166E_45e8808c8c-2cb9-4106-96b7-1ae1c30d740cb6bfdad0-5825-4c4c-ae27-fd5e68e342634fb64612-0e39-4779-8bcd-8ca1853c3bb2__seg00.wav,16000,5
train,natural sound,natural sound/23_12321.wav,0,processed/forest_sound_16k_5s/train/natural sound/23_12321__seg00.wav,16000,5
train,natural sound,natural sound/6_10655.wav,0,processed/forest_sound_16k_5s/train/natural sound/6_10655__seg00.wav,16000,5
train,poaching,poaching/5C5A3E4E_78914920b2-6e3f-4633-8b85-7e603d50ed6caed21a24-c4ad-4de3-9765-5ff1c26857005136a5d5-21b7-44b0-932c-b7ab6852574a.WAV,0,processed/forest_sound_16k_5s/train/poaching/5C5A3E4E_78914920b2-6e3f-4633-8b85-7e603d50ed6caed21a24-c4ad-4de3-9765-5ff1c26857005136a5d5-21b7-44b0-932c-b7ab6852574a__seg00.wav,16000,5
train,natural sound,natural sound/2_10264.wav,0,processed/forest_sound_16k_5s/train/natural sound/2_10264__seg00.wav,16000,5
train,natural sound,natural sound/5_10544.wav,0,processed/forest_sound_16k_5s/train/natural sound/5_10544__seg00.wav,16000,5
train,natural sound,natural sound/23_12305.wav,0,processed/forest_sound_16k_5s/train/natural sound/23_12305__seg00.wav,16000,5
train,natural sound,natural sound/22_12249.wav,0,processed/forest_sound_16k_5s/train/natural sound/22_12249__seg00.wav,16000,5
train,logging,logging/4-165823-B-41.wav,0,processed/forest_sound_16k_5s/train/logging/4-165823-B-41__seg00.wav,16000,5
train,logging,logging/13_11301.wav,0,processed/forest_sound_16k_5s/train/logging/13_11301__seg00.wav,16000,5
train,logging,logging/7_10718.wav,0,processed/forest_sound_16k_5s/train/logging/7_10718__seg00.wav,16000,5
train,poaching,poaching/14_11462.wav,0,processed/forest_sound_16k_5s/train/poaching/14_11462__seg00.wav,16000,5
train,natural sound,natural sound/26_12673.wav,0,processed/forest_sound_16k_5s/train/natural sound/26_12673__seg00.wav,16000,5
train,logging,logging/7_10739.wav,0,processed/forest_sound_16k_5s/train/logging/7_10739__seg00.wav,16000,5
train,logging,logging/5-171653-A-41.wav,0,processed/forest_sound_16k_5s/train/logging/5-171653-A-41__seg00.wav,16000,5
train,logging,logging/11_11116.wav,0,processed/forest_sound_16k_5s/train/logging/11_11116__seg00.wav,16000,5
train,fire,fire/videoplayback_29.wav,0,processed/forest_sound_16k_5s/train/fire/videoplayback_29__seg00.wav,16000,5
train,fire,fire/videoplayback_29.wav,1,processed/forest_sound_16k_5s/train/fire/videoplayback_29__seg01.wav,16000,5
train,fire,fire/videoplayback_29.wav,2,processed/forest_sound_16k_5s/train/fire/videoplayback_29__seg02.wav,16000,5
train,fire,fire/videoplayback_29.wav,3,processed/forest_sound_16k_5s/train/fire/videoplayback_29__seg03.wav,16000,5
train,fire,fire/videoplayback_29.wav,4,processed/forest_sound_16k_5s/train/fire/videoplayback_29__seg04.wav,16000,5
train,fire,fire/videoplayback_29.wav,5,processed/forest_sound_16k_5s/train/fire/videoplayback_29__seg05.wav,16000,5
train,logging,logging/16_11617.wav,0,processed/forest_sound_16k_5s/train/logging/16_11617__seg00.wav,16000,5
train,fire,fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_13.wav,0,processed/forest_sound_16k_5s/train/fire/y2mate_com_-_DD_Ambience_Building_on_Fire_Blaze_Inferno_Wood_Cracking_Collapsing_Loud_Stressing_13__seg00.wav,16000,5
train,fire,fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_13.wav,1,processed/forest_sound_16k_5s/train/fire/y2mate_com_-_DD_Ambience_Building_on_Fire_Blaze_Inferno_Wood_Cracking_Collapsing_Loud_Stressing_13__seg01.wav,16000,5
train,fire,fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_13.wav,2,processed/forest_sound_16k_5s/train/fire/y2mate_com_-_DD_Ambience_Building_on_Fire_Blaze_Inferno_Wood_Cracking_Collapsing_Loud_Stressing_13__seg02.wav,16000,5
train,fire,fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_13.wav,3,processed/forest_sound_16k_5s/train/fire/y2mate_com_-_DD_Ambience_Building_on_Fire_Blaze_Inferno_Wood_Cracking_Collapsing_Loud_Stressing_13__seg03.wav,16000,5
train,fire,fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_13.wav,4,processed/forest_sound_16k_5s/train/fire/y2mate_com_-_DD_Ambience_Building_on_Fire_Blaze_Inferno_Wood_Cracking_Collapsing_Loud_Stressing_13__seg04.wav,16000,5
train,fire,fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_13.wav,5,processed/forest_sound_16k_5s/train/fire/y2mate_com_-_DD_Ambience_Building_on_Fire_Blaze_Inferno_Wood_Cracking_Collapsing_Loud_Stressing_13__seg05.wav,16000,5
train,poaching,poaching/5B5B9CCB_30f359c3c6-9e23-4087-b377-1d4be50b4327b027b099-a6d7-436e-baca-b73e05cb734eb1933d79-bc3e-44c0-9164-da8d51957e90.WAV,0,processed/forest_sound_16k_5s/train/poaching/5B5B9CCB_30f359c3c6-9e23-4087-b377-1d4be50b4327b027b099-a6d7-436e-baca-b73e05cb734eb1933d79-bc3e-44c0-9164-da8d51957e90__seg00.wav,16000,5
train,natural sound,natural sound/6_10637.wav,0,processed/forest_sound_16k_5s/train/natural sound/6_10637__seg00.wav,16000,5
train,logging,logging/10_11057.wav,0,processed/forest_sound_16k_5s/train/logging/10_11057__seg00.wav,16000,5
train,logging,logging/13_11302.wav,0,processed/forest_sound_16k_5s/train/logging/13_11302__seg00.wav,16000,5
train,fire,fire/5-189237-A-12.wav,0,processed/forest_sound_16k_5s/train/fire/5-189237-A-12__seg00.wav,16000,5
train,fire,fire/videoplayback_14.wav,0,processed/forest_sound_16k_5s/train/fire/videoplayback_14__seg00.wav,16000,5
train,fire,fire/videoplayback_14.wav,1,processed/forest_sound_16k_5s/train/fire/videoplayback_14__seg01.wav,16000,5
train,fire,fire/videoplayback_14.wav,2,processed/forest_sound_16k_5s/train/fire/videoplayback_14__seg02.wav,16000,5
train,fire,fire/videoplayback_14.wav,3,processed/forest_sound_16k_5s/train/fire/videoplayback_14__seg03.wav,16000,5
train,fire,fire/videoplayback_14.wav,4,processed/forest_sound_16k_5s/train/fire/videoplayback_14__seg04.wav,16000,5
train,fire,fire/videoplayback_14.wav,5,processed/forest_sound_16k_5s/train/fire/videoplayback_14__seg05.wav,16000,5
train,natural sound,natural sound/if_necessary/20_12043.wav,0,processed/forest_sound_16k_5s/train/natural sound/20_12043__seg00.wav,16000,5
train,natural sound,natural sound/26_12670.wav,0,processed/forest_sound_16k_5s/train/natural sound/26_12670__seg00.wav,16000,5
train,logging,logging/7_10703.wav,0,processed/forest_sound_16k_5s/train/logging/7_10703__seg00.wav,16000,5
train,natural sound,natural sound/9_10960.wav,0,processed/forest_sound_16k_5s/train/natural sound/9_10960__seg00.wav,16000,5
train,poaching,poaching/5C4DACEB_82d4e39c36-5755-4b85-9cec-4de973455d331a1a68d8-8047-41ea-bece-e015b5afa215862c064a-1e9c-4fb6-95cd-55c8e86d2549.WAV,0,processed/forest_sound_16k_5s/train/poaching/5C4DACEB_82d4e39c36-5755-4b85-9cec-4de973455d331a1a68d8-8047-41ea-bece-e015b5afa215862c064a-1e9c-4fb6-95cd-55c8e86d2549__seg00.wav,16000,5
train,natural sound,natural sound/if_necessary/18_11806.wav,0,processed/forest_sound_16k_5s/train/natural sound/18_11806__seg00.wav,16000,5
train,fire,fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_37.wav,0,processed/forest_sound_16k_5s/train/fire/y2mate_com_-_DD_Ambience_Building_on_Fire_Blaze_Inferno_Wood_Cracking_Collapsing_Loud_Stressing_37__seg00.wav,16000,5
train,fire,fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_37.wav,1,processed/forest_sound_16k_5s/train/fire/y2mate_com_-_DD_Ambience_Building_on_Fire_Blaze_Inferno_Wood_Cracking_Collapsing_Loud_Stressing_37__seg01.wav,16000,5
train,fire,fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_37.wav,2,processed/forest_sound_16k_5s/train/fire/y2mate_com_-_DD_Ambience_Building_on_Fire_Blaze_Inferno_Wood_Cracking_Collapsing_Loud_Stressing_37__seg02.wav,16000,5
train,fire,fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_37.wav,3,processed/forest_sound_16k_5s/train/fire/y2mate_com_-_DD_Ambience_Building_on_Fire_Blaze_Inferno_Wood_Cracking_Collapsing_Loud_Stressing_37__seg03.wav,16000,5
train,fire,fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_37.wav,4,processed/forest_sound_16k_5s/train/fire/y2mate_com_-_DD_Ambience_Building_on_Fire_Blaze_Inferno_Wood_Cracking_Collapsing_Loud_Stressing_37__seg04.wav,16000,5
train,fire,fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_37.wav,5,processed/forest_sound_16k_5s/train/fire/y2mate_com_-_DD_Ambience_Building_on_Fire_Blaze_Inferno_Wood_Cracking_Collapsing_Loud_Stressing_37__seg05.wav,16000,5
train,natural sound,natural sound/25_12554.wav,0,processed/forest_sound_16k_5s/train/natural sound/25_12554__seg00.wav,16000,5
train,poaching,poaching/5C821040_8479cff22c-2187-4b56-bdbe-6f10e674aeb67eb7b65c-c9a7-44e6-bac9-0694c1de556c93852fdf-6191-4848-9f42-91ca643789c2.WAV,0,processed/forest_sound_16k_5s/train/poaching/5C821040_8479cff22c-2187-4b56-bdbe-6f10e674aeb67eb7b65c-c9a7-44e6-bac9-0694c1de556c93852fdf-6191-4848-9f42-91ca643789c2__seg00.wav,16000,5
train,poaching,poaching/New folder/winchester-m14_009_SA_079B_S05.wav,0,processed/forest_sound_16k_5s/train/poaching/winchester-m14_009_SA_079B_S05__seg00.wav,16000,5
train,poaching,poaching/5AF8B8D4_1b0802444-9eef-4259-ace2-77756f7681c913431f2f-6b26-48f0-a9c5-952dd82a3c295f51358a-b450-4438-8a5d-0792f98d8830.WAV,0,processed/forest_sound_16k_5s/train/poaching/5AF8B8D4_1b0802444-9eef-4259-ace2-77756f7681c913431f2f-6b26-48f0-a9c5-952dd82a3c295f51358a-b450-4438-8a5d-0792f98d8830__seg00.wav,16000,5
train,logging,logging/10_11041.wav,0,processed/forest_sound_16k_5s/train/logging/10_11041__seg00.wav,16000,5
train,natural sound,natural sound/5_10520.wav,0,processed/forest_sound_16k_5s/train/natural sound/5_10520__seg00.wav,16000,5
train,poaching,poaching/14_11423.wav,0,processed/forest_sound_16k_5s/train/poaching/14_11423__seg00.wav,16000,5
train,natural sound,natural sound/2_10209.wav,0,processed/forest_sound_16k_5s/train/natural sound/2_10209__seg00.wav,16000,5
train,natural sound,natural sound/24_12438.wav,0,processed/forest_sound_16k_5s/train/natural sound/24_12438__seg00.wav,16000,5
train,poaching,poaching/5BA35633_41b0fdbf58-7318-4411-b0b0-c9d111fc22a735960c13-bbfa-493a-acac-aaa9910726e70db3c17b-20c7-4ff9-9f82-128ffacf8674.WAV,0,processed/forest_sound_16k_5s/train/poaching/5BA35633_41b0fdbf58-7318-4411-b0b0-c9d111fc22a735960c13-bbfa-493a-acac-aaa9910726e70db3c17b-20c7-4ff9-9f82-128ffacf8674__seg00.wav,16000,5
train,logging,logging/16_11660.wav,0,processed/forest_sound_16k_5s/train/logging/16_11660__seg00.wav,16000,5
train,natural sound,natural sound/2_10242.wav,0,processed/forest_sound_16k_5s/train/natural sound/2_10242__seg00.wav,16000,5
train,natural sound,natural sound/9_10966.wav,0,processed/forest_sound_16k_5s/train/natural sound/9_10966__seg00.wav,16000,5
train,poaching,poaching/14_11406.wav,0,processed/forest_sound_16k_5s/train/poaching/14_11406__seg00.wav,16000,5
train,poaching,poaching/5C2D6345_13c2dfc0fc-3574-46ef-98f3-4057565d6dd5393aaf83-b031-4ab0-939e-8dfb79942fd9472e3489-0bfb-4557-8ae4-01f13d17ca1e.WAV,0,processed/forest_sound_16k_5s/train/poaching/5C2D6345_13c2dfc0fc-3574-46ef-98f3-4057565d6dd5393aaf83-b031-4ab0-939e-8dfb79942fd9472e3489-0bfb-4557-8ae4-01f13d17ca1e__seg00.wav,16000,5
train,poaching,poaching/15_11546.wav,0,processed/forest_sound_16k_5s/train/poaching/15_11546__seg00.wav,16000,5
train,logging,logging/10_11045.wav,0,processed/forest_sound_16k_5s/train/logging/10_11045__seg00.wav,16000,5
train,natural sound,natural sound/8_10837.wav,0,processed/forest_sound_16k_5s/train/natural sound/8_10837__seg00.wav,16000,5
train,poaching,poaching/58FBC542c464b71e-0a21-4090-bd0c-87b16889f5c0.WAV,0,processed/forest_sound_16k_5s/train/poaching/58FBC542c464b71e-0a21-4090-bd0c-87b16889f5c0__seg00.wav,16000,5
train,natural sound,natural sound/26_12602.wav,0,processed/forest_sound_16k_5s/train/natural sound/26_12602__seg00.wav,16000,5
train,poaching,poaching/14_11454.wav,0,processed/forest_sound_16k_5s/train/poaching/14_11454__seg00.wav,16000,5
train,natural sound,natural sound/6_10632.wav,0,processed/forest_sound_16k_5s/train/natural sound/6_10632__seg00.wav,16000,5
train,poaching,poaching/5C1B62BC_50462e7146-ce26-42ca-b7cb-585ef12ded04595aa469-6ff0-4205-81e6-1d70305f761da2f8dd9c-4e77-4596-bcca-3d12822e87e7.WAV,0,processed/forest_sound_16k_5s/train/poaching/5C1B62BC_50462e7146-ce26-42ca-b7cb-585ef12ded04595aa469-6ff0-4205-81e6-1d70305f761da2f8dd9c-4e77-4596-bcca-3d12822e87e7__seg00.wav,16000,5
train,poaching,poaching/New folder/sig-p225_006_SA_150A_S04.wav,0,processed/forest_sound_16k_5s/train/poaching/sig-p225_006_SA_150A_S04__seg00.wav,16000,5
train,poaching,poaching/5C5CF0C6_23aace2883-c6f9-4136-8154-2b150c02506ac16add9b-92c8-4804-94d5-46afbeadbd6ebad4d497-9346-4cbc-b238-4319ec75b7dd.WAV,0,processed/forest_sound_16k_5s/train/poaching/5C5CF0C6_23aace2883-c6f9-4136-8154-2b150c02506ac16add9b-92c8-4804-94d5-46afbeadbd6ebad4d497-9346-4cbc-b238-4319ec75b7dd__seg00.wav,16000,5
train,natural sound,natural sound/23_12343.wav,0,processed/forest_sound_16k_5s/train/natural sound/23_12343__seg00.wav,16000,5
train,natural sound,natural sound/6_10615.wav,0,processed/forest_sound_16k_5s/train/natural sound/6_10615__seg00.wav,16000,5
train,natural sound,natural sound/if_necessary/19_11914.wav,0,processed/forest_sound_16k_5s/train/natural sound/19_11914__seg00.wav,16000,5
train,logging,logging/16_11652.wav,0,processed/forest_sound_16k_5s/train/logging/16_11652__seg00.wav,16000,5
train,natural sound,natural sound/if_necessary/17_11708.wav,0,processed/forest_sound_16k_5s/train/natural sound/17_11708__seg00.wav,16000,5
train,fire,fire/videoplayback_10.wav,0,processed/forest_sound_16k_5s/train/fire/videoplayback_10__seg00.wav,16000,5
train,fire,fire/videoplayback_10.wav,1,processed/forest_sound_16k_5s/train/fire/videoplayback_10__seg01.wav,16000,5
train,fire,fire/videoplayback_10.wav,2,processed/forest_sound_16k_5s/train/fire/videoplayback_10__seg02.wav,16000,5
train,fire,fire/videoplayback_10.wav,3,processed/forest_sound_16k_5s/train/fire/videoplayback_10__seg03.wav,16000,5
train,fire,fire/videoplayback_10.wav,4,processed/forest_sound_16k_5s/train/fire/videoplayback_10__seg04.wav,16000,5
train,fire,fire/videoplayback_10.wav,5,processed/forest_sound_16k_5s/train/fire/videoplayback_10__seg05.wav,16000,5
train,natural sound,natural sound/23_12345.wav,0,processed/forest_sound_16k_5s/train/natural sound/23_12345__seg00.wav,16000,5
train,poaching,poaching/58FBDC0007d803bd-16e8-4f87-861f-653bc1d2e24c.WAV,0,processed/forest_sound_16k_5s/train/poaching/58FBDC0007d803bd-16e8-4f87-861f-653bc1d2e24c__seg00.wav,16000,5
train,logging,logging/16_11602.wav,0,processed/forest_sound_16k_5s/train/logging/16_11602__seg00.wav,16000,5
train,logging,logging/10_11005.wav,0,processed/forest_sound_16k_5s/train/logging/10_11005__seg00.wav,16000,5
train,fire,fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_22.wav,0,processed/forest_sound_16k_5s/train/fire/y2mate_com_-_DD_Ambience_Building_on_Fire_Blaze_Inferno_Wood_Cracking_Collapsing_Loud_Stressing_22__seg00.wav,16000,5
train,fire,fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_22.wav,1,processed/forest_sound_16k_5s/train/fire/y2mate_com_-_DD_Ambience_Building_on_Fire_Blaze_Inferno_Wood_Cracking_Collapsing_Loud_Stressing_22__seg01.wav,16000,5
train,fire,fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_22.wav,2,processed/forest_sound_16k_5s/train/fire/y2mate_com_-_DD_Ambience_Building_on_Fire_Blaze_Inferno_Wood_Cracking_Collapsing_Loud_Stressing_22__seg02.wav,16000,5
train,fire,fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_22.wav,3,processed/forest_sound_16k_5s/train/fire/y2mate_com_-_DD_Ambience_Building_on_Fire_Blaze_Inferno_Wood_Cracking_Collapsing_Loud_Stressing_22__seg03.wav,16000,5
train,fire,fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_22.wav,4,processed/forest_sound_16k_5s/train/fire/y2mate_com_-_DD_Ambience_Building_on_Fire_Blaze_Inferno_Wood_Cracking_Collapsing_Loud_Stressing_22__seg04.wav,16000,5
train,fire,fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_22.wav,5,processed/forest_sound_16k_5s/train/fire/y2mate_com_-_DD_Ambience_Building_on_Fire_Blaze_Inferno_Wood_Cracking_Collapsing_Loud_Stressing_22__seg05.wav,16000,5
train,poaching,poaching/5C5CF144_28d9f2a4b4-32c0-4ae5-b6d4-36070d1efdfa42439837-7d86-4d2b-a5b4-5907367c6944439268a2-b170-4a4e-8ff1-e79017a29761.WAV,0,processed/forest_sound_16k_5s/train/poaching/5C5CF144_28d9f2a4b4-32c0-4ae5-b6d4-36070d1efdfa42439837-7d86-4d2b-a5b4-5907367c6944439268a2-b170-4a4e-8ff1-e79017a29761__seg00.wav,16000,5
train,fire,fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_50.wav,0,processed/forest_sound_16k_5s/train/fire/y2mate_com_-_DD_Ambience_Building_on_Fire_Blaze_Inferno_Wood_Cracking_Collapsing_Loud_Stressing_1_50__seg00.wav,16000,5
train,fire,fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_50.wav,1,processed/forest_sound_16k_5s/train/fire/y2mate_com_-_DD_Ambience_Building_on_Fire_Blaze_Inferno_Wood_Cracking_Collapsing_Loud_Stressing_1_50__seg01.wav,16000,5
train,fire,fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_50.wav,2,processed/forest_sound_16k_5s/train/fire/y2mate_com_-_DD_Ambience_Building_on_Fire_Blaze_Inferno_Wood_Cracking_Collapsing_Loud_Stressing_1_50__seg02.wav,16000,5
train,fire,fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_50.wav,3,processed/forest_sound_16k_5s/train/fire/y2mate_com_-_DD_Ambience_Building_on_Fire_Blaze_Inferno_Wood_Cracking_Collapsing_Loud_Stressing_1_50__seg03.wav,16000,5
train,fire,fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_50.wav,4,processed/forest_sound_16k_5s/train/fire/y2mate_com_-_DD_Ambience_Building_on_Fire_Blaze_Inferno_Wood_Cracking_Collapsing_Loud_Stressing_1_50__seg04.wav,16000,5
